frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,global_z_ref,contact_depth_gap,audio_support,audio_anchor,audio_event_type
1,0.000000,-0.316780,0.076362,3.694484,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,514.076,390.355,46.265,514.076,390.355,47.702,438.057,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.053659,3.667256,3.689815,0.027228,0.000000,0,
2,0.041667,-0.316971,0.045672,3.677531,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,513.419,378.239,46.539,513.419,378.239,47.921,426.160,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,-0.054241,3.663545,3.686869,0.013986,0.000000,0,
3,0.083333,-0.312753,0.039479,3.660486,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,514.522,375.839,46.553,514.522,375.839,48.145,423.984,668.476,floor,ball_contact_events,0.617236,0.000000,1,0,1,0,1,0,hand,right,right_hand,right_hand,-0.050013,3.660486,3.683924,0.000000,0.000000,0,
4,0.125000,-0.308878,0.046000,3.662387,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,516.141,378.446,45.554,516.141,378.446,48.120,426.566,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,-0.037309,3.669440,3.680978,-0.007053,0.000000,0,
5,0.166667,-0.301184,0.084380,3.663681,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,519.269,393.824,47.204,519.269,393.824,48.103,441.927,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,-0.009671,3.685719,3.678033,-0.022038,0.000000,0,
6,0.208333,-0.295230,0.149935,3.664128,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,521.670,420.095,48.281,521.670,420.095,48.097,468.192,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,1,0,hand,right,right_hand,right_hand,0.032352,3.706092,3.675087,-0.041964,0.000000,0,
7,0.250000,-0.292075,0.254776,3.663766,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,522.923,462.126,51.399,522.923,462.126,48.101,510.227,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.089653,3.749129,3.672142,-0.085364,0.000000,0,
8,0.291667,-0.286882,0.385174,3.662849,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,524.976,514.434,45.820,524.976,514.434,48.114,562.548,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.131219,3.786225,3.669196,-0.123376,0.474190,0,
9,0.333333,-0.276397,0.558421,3.661798,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,529.148,583.961,45.684,529.148,583.961,48.127,632.088,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.158073,3.815989,3.666251,-0.154192,0.711285,0,
10,0.375000,-0.278160,0.602161,3.661153,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,528.421,601.546,46.220,528.421,601.546,48.136,649.682,668.476,floor,ball_contact_events,0.617236,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.168980,3.840481,3.663306,-0.179328,0.948379,0,
11,0.416667,-0.280581,0.493075,3.661546,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.462,557.767,44.654,527.462,557.767,48.131,605.898,668.476,floor,ball_contact_events,0.617236,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.165606,3.852963,3.660360,-0.191417,0.711285,0,
