frame,time,tx,ty,tz,qw,qx,qy,qz,radius_m,coord_frame,u_obs,v_obs,radius_obs_px,u_proj,v_proj,radius_proj_px,bottom_proj_v,floor_v,support_type,support_source,support_confidence,residual_px,contact_frame,audio_contact_frame,human_contact_event,floor_contact_event,human_contact_state,floor_contact_state,contact_part,contact_side,contact_label,active_part,active_part_y,active_part_z,u_ref_obs,v_ref_obs,contact_u,contact_v,contact_depth_offset_m,contact_depth_offset_used_m,z_contact_final,global_z_ref,z_ref_global_shift,z_ref_anchor_segment,contact_depth_gap,contact_surface_gap_m,audio_score,audio_anchor_type
59,2.416667,-0.004313,0.525551,4.524167,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,638.600,530.601,,638.600,530.601,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,0.050455,3.877206,638.600,530.601,598.079,551.403,0.036484,0.036484,4.560651,3.793959,3.382417,3.793959,0.683444,0.709912,1.000000,audio_floor_soft
60,2.458333,-0.127368,0.379783,4.478488,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,598.233,484.540,,598.233,484.540,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.047849,3.820803,598.233,484.540,574.355,523.798,0.044602,0.044602,4.523090,3.799981,3.385274,3.799981,0.702287,0.630036,0.000000,
61,2.500000,-0.212858,0.256058,4.381099,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.647,445.834,,568.647,445.834,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.033352,3.771422,568.647,445.834,542.443,408.423,3.707931,0.000000,4.381099,3.806003,3.388022,3.806003,0.609677,0.536954,0.000000,
62,2.541667,-0.306536,0.129141,4.263599,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,534.413,404.483,,534.413,404.483,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.008675,3.734209,534.413,404.483,504.260,368.699,0.000191,0.000191,4.263790,3.812025,3.388022,3.812025,0.529580,0.425215,0.000000,
63,2.583333,-0.370952,0.037798,4.146300,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,508.610,373.388,,508.610,373.388,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.029049,3.738646,508.610,373.388,473.717,343.726,0.513896,0.513896,4.660196,3.818046,3.492809,3.818046,0.921550,0.294824,0.000000,
64,2.625000,-0.407021,-0.029814,4.041468,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.095,349.166,,492.095,349.166,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.075516,3.744630,492.095,349.166,453.063,327.609,5.772142,0.000000,4.041468,3.824068,3.692446,3.824068,0.296837,0.185662,0.000000,
65,2.666667,-0.399231,-0.047776,3.955558,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,491.775,342.262,,491.775,342.262,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.122985,3.775591,491.775,342.262,446.000,342.262,0.123649,0.123649,4.079207,3.830090,3.895862,3.830090,0.303616,0.102490,0.000000,
66,2.708333,-0.404272,-0.091183,3.890542,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,487.395,325.580,,487.395,325.580,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.167506,3.803205,487.395,325.580,438.701,327.836,0.050250,0.050250,3.940792,3.836112,3.911164,3.836112,0.137587,0.056528,0.000000,
67,2.750000,-0.404465,-0.119471,3.846619,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,485.579,314.387,,485.579,314.387,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.202710,3.847935,485.579,314.387,435.024,316.925,0.026743,0.026743,3.873362,3.842134,3.963797,3.842134,0.025427,0.050478,0.000000,
68,2.791667,-0.401522,-0.134025,3.822767,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,485.746,308.511,,485.746,308.511,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.224756,3.885119,485.746,308.511,434.356,311.331,-0.042405,-0.042405,3.780362,3.848156,4.035648,3.848156,-0.104758,0.068915,0.000000,
69,2.833333,-0.396455,-0.134216,3.817889,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,487.498,308.372,,487.498,308.372,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.232527,3.905932,487.498,308.372,436.427,309.724,-0.026866,-0.026866,3.791023,3.854178,4.035648,3.854178,-0.114908,0.077899,0.000000,
70,2.875000,-0.384496,-0.119452,3.831403,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,492.620,314.213,,492.620,314.213,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.230796,3.944250,492.620,314.213,495.487,362.448,0.266035,0.266035,4.097438,3.860200,4.035648,3.860200,0.153188,0.086574,0.000000,
71,2.916667,-0.362409,-0.091581,3.863384,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,502.236,325.187,,502.236,325.187,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.205573,3.991859,502.236,325.187,503.237,371.365,0.062132,0.062132,3.925516,3.866222,3.963797,3.866222,-0.066343,0.083112,0.000000,
72,2.958333,-0.333918,-0.049646,3.914412,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,514.721,341.374,,514.721,341.374,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.159768,4.024085,514.721,341.374,512.987,384.874,-0.155423,-0.155423,3.758989,3.872244,3.648749,3.872244,-0.265096,0.051825,0.000000,
73,3.000000,-0.288287,0.005334,3.986359,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,533.793,361.965,,533.793,361.965,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,1,0,hand,left,left_hand,left_hand,-0.093151,4.049269,533.793,361.965,533.793,361.965,-0.085329,-0.085329,3.901030,3.878266,3.628619,3.878266,-0.148240,0.001132,0.000000,
74,3.041667,-0.236003,0.089925,4.079079,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,555.031,392.376,,555.031,392.376,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.014105,4.044810,555.031,392.376,561.469,359.805,-0.128844,-0.128844,3.950235,3.884287,3.600858,3.884287,-0.094575,-0.008205,0.000000,
75,3.083333,-0.096539,0.206224,4.190285,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,606.165,432.277,,606.165,432.277,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.062699,4.019023,606.165,432.277,605.631,405.556,-0.092904,-0.092904,4.097381,3.890309,3.456974,3.890309,0.078358,0.103454,0.000000,
76,3.125000,0.015392,0.337514,4.313061,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,645.241,474.924,,645.241,474.924,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.095766,4.014520,645.241,474.924,642.147,431.747,0.052038,0.052038,4.365099,3.896331,3.443855,3.896331,0.350579,0.264510,0.000000,
77,3.166667,0.143373,0.534349,4.436079,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,687.465,536.901,,687.465,536.901,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.117838,3.995694,687.465,536.901,681.308,493.543,1.347982,0.000000,4.436079,3.902353,3.398902,3.902353,0.440385,0.489718,0.000000,
78,3.208333,0.283832,0.604620,4.540119,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,731.812,555.578,,731.812,555.578,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.144986,3.667537,731.812,555.578,772.759,575.450,0.269320,0.269320,4.809439,3.908375,3.397077,3.908375,1.141903,0.871542,0.000000,
79,3.250000,0.397927,0.502382,4.594279,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,767.201,520.591,,767.201,520.591,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,0.125720,3.959513,767.201,520.591,782.023,481.724,-0.126555,-0.126555,4.467724,3.914397,3.348761,3.914397,0.508211,0.653414,1.000000,audio_floor_soft
80,3.291667,0.482197,0.371966,4.548738,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,795.682,480.093,,795.682,480.093,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.118217,3.954122,795.682,480.093,807.360,454.186,-0.066892,-0.066892,4.481846,3.920419,3.338273,3.920419,0.527724,0.594627,0.000000,
81,3.333333,0.591610,0.267431,4.456444,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,834.963,448.131,,834.963,448.131,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.104998,3.957516,834.963,448.131,843.136,419.989,-0.014724,-0.014724,4.441720,3.926441,3.338273,3.926441,0.484204,0.554786,0.000000,
82,3.375000,0.647104,0.161623,4.347174,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,858.611,414.601,,858.611,414.601,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.088544,3.965688,858.611,414.601,873.760,377.459,0.001684,0.001684,4.348858,3.932463,3.338273,3.932463,0.383171,0.514845,0.000000,
83,3.416667,0.692543,0.059408,4.239374,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,879.911,380.580,,879.911,380.580,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.074132,3.961837,879.911,380.580,899.293,347.256,0.038401,0.038401,4.277775,3.938485,3.338273,3.938485,0.315938,0.515794,0.000000,
84,3.458333,0.731644,-0.017892,4.144408,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,899.264,353.660,,899.264,353.660,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.059616,3.950110,899.264,353.660,918.401,320.542,-0.014166,-0.014166,4.130242,3.944506,3.342750,3.944506,0.180132,0.552402,0.000000,
85,3.500000,0.756697,-0.084440,4.068391,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,913.152,329.519,,913.152,329.519,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.046071,3.956654,913.152,329.519,933.532,296.317,0.049736,0.049736,4.118127,3.950528,3.449449,3.950528,0.161473,0.586362,0.000000,
86,3.541667,0.776307,-0.126964,4.013603,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,924.056,313.543,,924.056,313.543,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.031319,3.960688,924.056,313.543,944.336,278.274,0.063320,0.063320,4.076923,3.956550,3.476195,3.956550,0.116235,0.622563,0.000000,
87,3.583333,0.781062,-0.156330,3.980286,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,928.188,302.319,,928.188,302.319,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.227419,3.490875,928.188,302.319,901.385,349.168,0.271190,0.271190,4.251476,3.962572,3.653475,3.962572,0.760601,0.376291,0.000000,
88,3.625000,0.775858,-0.165464,3.967494,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,927.191,298.752,,927.191,298.752,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,-0.243644,3.526451,927.191,298.752,901.113,346.192,0.929059,0.929059,4.896553,3.968594,3.653475,3.968594,1.370102,0.328707,0.000000,
89,3.666667,0.753792,-0.148382,3.974089,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,918.560,305.166,,918.560,305.166,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.000317,3.957325,918.560,305.166,944.034,267.359,-0.000307,-0.000307,3.973782,3.974616,3.653475,3.974616,0.016456,0.625141,0.000000,
90,3.708333,0.732561,-0.117973,3.998597,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,909.055,316.671,,909.055,316.671,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.003598,3.951700,909.055,316.671,937.174,278.623,0.007146,0.007146,4.005743,3.980638,3.653475,3.980638,0.054043,0.605112,0.000000,
91,3.750000,0.705903,-0.057996,4.039924,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,896.612,338.917,,896.612,338.917,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.005659,3.948620,896.612,338.917,923.345,300.333,0.002302,0.002302,4.042226,3.986660,3.641222,3.986660,0.093607,0.578900,0.000000,
92,3.791667,0.672309,0.041080,4.096573,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,881.020,374.727,,881.020,374.727,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.010907,3.952907,881.020,374.727,900.821,331.900,-0.027571,-0.027571,4.069002,3.992682,3.415347,3.992682,0.116095,0.564600,0.000000,
93,3.833333,0.601621,0.176733,4.166342,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,852.067,422.297,,852.067,422.297,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.001009,3.958390,852.067,422.297,866.447,377.266,-0.067411,-0.067411,4.098931,3.998704,3.389614,3.998704,0.140540,0.565212,0.000000,
94,3.875000,0.477269,0.340618,4.244988,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,805.117,477.841,,805.117,477.841,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.013683,3.953816,805.117,477.841,812.945,451.648,0.064506,0.064506,4.309494,4.004725,3.357037,4.004725,0.355678,0.581218,0.000000,
95,3.916667,0.308462,0.534277,4.324954,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,744.743,541.422,,744.743,541.422,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.031325,3.947936,744.743,541.422,780.419,566.205,-0.034184,-0.034184,4.290770,4.010747,3.357037,4.010747,0.342834,0.640987,0.000000,
96,3.958333,0.151166,0.644465,4.393496,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,690.530,575.424,,690.530,575.424,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,1,0,1,floor,,floor,right_hand,0.134349,3.778323,690.530,575.424,644.691,577.005,0.390754,0.390754,4.784250,4.016769,3.357037,4.016769,1.005927,0.695612,0.000000,
97,4.000000,0.050842,0.519635,4.431516,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,656.849,532.207,,656.849,532.207,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,right,right_hand,right_hand,0.130533,3.795979,656.849,532.207,656.849,488.000,0.004723,0.004723,4.436239,4.022791,3.357037,4.022791,0.640260,0.653327,0.919473,audio_floor_soft
98,4.041667,-0.054275,0.398558,4.411111,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,621.930,492.693,,621.930,492.693,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,right,right_hand,right_hand,0.114773,3.812194,621.930,492.693,667.271,501.609,0.038115,0.038115,4.449226,4.028813,3.346457,4.028813,0.637032,0.600184,0.000000,
99,4.083333,-0.152009,0.280773,4.360850,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,588.808,454.556,,588.808,454.556,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.054492,3.784954,588.808,454.556,582.219,499.519,0.029952,0.029952,4.390802,4.034835,3.357037,4.034835,0.605848,0.515023,0.000000,
100,4.125000,-0.260464,0.164162,4.297329,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,550.987,416.102,,550.987,416.102,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.037434,3.746046,550.987,416.102,518.550,382.711,0.070417,0.070417,4.367746,4.040857,3.387276,4.040857,0.621700,0.449882,0.000000,
101,4.166667,-0.323285,0.100554,4.230885,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,527.783,394.904,,527.783,394.904,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,0.009780,3.722733,527.783,394.904,494.659,362.475,0.041106,0.041106,4.271991,4.046879,3.391628,4.046879,0.549258,0.397866,0.000000,
102,4.208333,-0.376791,0.044790,4.167155,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,507.210,375.785,,507.210,375.785,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.024502,3.714183,507.210,375.785,472.686,346.487,0.063206,0.063206,4.230361,4.052901,3.447996,4.052901,0.516178,0.339573,0.000000,
103,4.250000,-0.407589,-0.008384,4.108554,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,494.307,357.003,,494.307,357.003,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.056444,3.714031,494.307,357.003,454.903,334.776,0.067215,0.067215,4.175769,4.058923,3.613493,4.058923,0.461738,0.280266,0.000000,
104,4.291667,-0.426527,-0.054030,4.055256,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,485.534,340.433,,485.534,340.433,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.089461,3.741166,485.534,340.433,444.837,323.333,0.047842,0.047842,4.103098,4.064944,3.662467,4.064944,0.361932,0.201961,0.000000,
105,4.333333,-0.431369,-0.087222,4.006595,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,481.883,328.029,,481.883,328.029,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.120313,3.786116,481.883,328.029,441.277,312.547,0.044847,0.044847,4.051442,4.070966,3.662467,4.070966,0.265325,0.115430,0.000000,
106,4.375000,-0.422891,-0.110544,3.962058,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,483.248,319.025,,483.248,319.025,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.144876,3.821237,483.248,319.025,442.578,304.099,0.016254,0.016254,3.978312,4.076988,3.662467,4.076988,0.157074,0.050205,0.000000,
107,4.416667,-0.408123,-0.125752,3.922280,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,487.188,312.915,,487.188,312.915,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.160273,3.863220,487.188,312.915,446.760,297.443,0.161116,0.161116,4.083396,4.083010,3.662467,4.083010,0.220176,-0.007745,0.000000,
108,4.458333,-0.375867,-0.138011,3.890121,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,498.102,307.898,,498.102,307.898,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,0,0,0,0,0,hand,left,left_hand,left_hand,-0.164892,3.905167,498.102,307.898,457.422,295.931,-0.040489,-0.040489,3.849632,4.089032,3.552644,4.089032,-0.055535,-0.023911,0.000000,
109,4.500000,-0.336410,-0.137762,3.871312,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,512.381,307.739,,512.381,307.739,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.159312,3.948389,512.381,307.739,472.399,297.709,-0.003583,-0.003583,3.867729,4.095054,3.552644,4.095054,-0.080660,-0.005654,0.000000,visual_sustained_left_hand
110,4.541667,-0.294397,-0.137735,3.875273,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,528.433,307.803,,528.433,307.803,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.143181,3.977308,528.433,307.803,492.493,306.409,0.013980,0.013980,3.889253,4.101076,3.552644,4.101076,-0.088055,-0.004111,0.000000,visual_sustained_left_hand
111,4.583333,-0.248482,-0.131108,3.897449,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,546.369,310.597,,546.369,310.597,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.122711,4.016455,546.369,310.597,537.181,334.645,-0.011836,-0.011836,3.885613,4.107098,3.552644,4.107098,-0.130841,-0.000064,0.000000,visual_sustained_left_hand
112,4.625000,-0.192377,-0.139821,3.926591,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,568.048,307.705,,568.048,307.705,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.096392,4.029545,568.048,307.705,573.332,313.737,-0.102085,-0.102085,3.824506,4.113120,3.452055,4.113120,-0.205039,-0.002541,0.000000,visual_sustained_left_hand
113,4.666667,-0.136204,-0.135654,3.955264,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,589.427,309.631,,589.427,309.631,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.100471,4.028873,589.427,309.631,596.687,312.892,-0.049445,-0.049445,3.905819,4.119142,3.432564,4.119142,-0.123055,-0.004749,0.000000,visual_sustained_left_hand
114,4.708333,-0.077871,-0.136452,3.972139,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,611.209,309.550,,611.209,309.550,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.127362,4.041194,611.209,309.550,619.870,310.459,-0.028451,-0.028451,3.943688,4.125163,3.421845,4.125163,-0.097506,0.008370,0.000000,visual_sustained_left_hand
115,4.750000,0.011195,-0.122686,3.950119,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,644.162,314.387,,644.162,314.387,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.146440,4.025358,644.162,314.387,653.378,312.263,-0.029689,-0.029689,3.920430,4.131185,3.397525,4.131185,-0.104927,0.002066,0.188349,visual_sustained_left_hand
116,4.791667,0.158501,-0.126997,3.909048,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,699.548,312.288,,699.548,312.288,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.162219,4.003303,699.548,312.288,706.584,285.607,0.077822,0.077822,3.986870,4.137207,3.358762,4.137207,-0.016433,-0.018630,0.000000,visual_sustained_left_hand
117,4.833333,0.262603,-0.125382,3.879838,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,739.401,312.540,,739.401,312.540,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.164489,3.982893,739.401,312.540,708.210,294.237,0.077632,0.077632,3.957470,4.143229,3.356773,4.143229,-0.025423,0.002740,0.000000,visual_sustained_left_hand
118,4.875000,0.290345,-0.130278,3.850726,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,750.733,310.314,,750.733,310.314,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.165618,3.955765,750.733,310.314,715.917,289.663,0.134759,0.134759,3.985485,4.149251,3.356773,4.149251,0.029720,-0.000134,0.000000,visual_sustained_left_hand
119,4.916667,0.318075,-0.135056,3.822453,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,762.206,308.111,,762.206,308.111,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.164141,3.923027,762.206,308.111,723.658,289.849,0.150537,0.150537,3.972990,4.155273,3.358762,4.155273,0.049963,-0.005836,0.000000,visual_sustained_left_hand
120,4.958333,0.343907,-0.143668,3.801095,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,772.873,304.492,,772.873,304.492,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.167045,3.905962,772.873,304.492,731.649,291.453,0.139185,0.139185,3.940280,4.161295,3.397525,4.161295,0.034318,-0.000685,0.000000,visual_sustained_left_hand
121,5.000000,0.362128,-0.152889,3.782499,1.000000,0.000000,0.000000,0.000000,0.120000,gvhmr_incam,780.601,300.639,,780.601,300.639,,,626.774,floor,generic_floor_candidates_from_read_only_human_sites,0.000000,0.000000,0,1,0,0,0,0,hand,left,left_hand,left_hand,-0.170467,3.885966,780.601,300.639,738.547,291.756,0.107903,0.107903,3.890402,4.167317,3.477163,4.167317,0.004436,-0.002196,0.000000,visual_sustained_left_hand
