frame,time,ref_u,ref_v,ref_u_smooth,ref_v_smooth,ref_source,contact_u,contact_v,contact_source,support_u,support_v,support_v_raw,support_dv,support_dv_smooth,support_source,object_ref_depth_m,contact_proxy_depth_m,contact_depth_offset_m,ref_conf,support_conf,contact_conf,depth_conf,observation_conf,proxy_conf,proxy_jitter_px,support_jitter_px,proxy_sigma_px,support_sigma_px,active_label,active_label_conf,active_part_u,active_part_v,active_part_z,contact_proxy_name,object_depth_raw,object_depth_smooth,object_depth_confidence,support_gap_px,object_motion_score,audio_score
61,2.500000,618.083,516.286,618.081,521.647,ref,614.180,474.652,human_nearest_mesh_topk,613.500,560.635,555.850,44.349,38.988,bottom_percentile_95,2.291868,2.346880,0.055012,1.000000,0.000000,0.627926,0.117718,0.117718,0.906124,3.872000,0.283000,5.000000,8.000000,right_hand,0.627926,616.866,457.034,3.529446,boundary_059,2.361574,2.291868,0.117718,4.785181,0.000000,0.000000
62,2.541667,619.454,576.719,619.858,567.137,ref,614.533,531.969,human_nearest_mesh_topk,621.000,606.556,616.000,29.837,39.418,bottom_percentile_95,2.370794,4.119101,1.748307,1.000000,0.000000,0.294004,0.000000,0.100000,0.017526,40.522957,0.000000,5.000000,8.000000,right_hand,0.294004,613.948,482.077,3.565840,boundary_062,2.435369,2.370794,0.000000,9.444333,0.559792,0.443553
63,2.583333,620.935,622.173,618.410,592.117,ref,580.482,632.988,human_nearest_mesh_topk,621.000,632.030,663.000,9.857,39.914,bottom_percentile_95,2.403202,2.496794,0.093592,1.000000,0.000000,0.124645,0.000000,0.100000,0.000000,85.914330,1.263000,5.000000,8.000000,right_foot,0.124645,497.729,649.232,3.967160,boundary_015,2.429718,2.403202,0.000000,30.969810,1.000000,0.665329
64,2.625000,613.193,584.890,615.638,575.775,ref,609.849,540.736,human_nearest_mesh_topk,616.000,616.185,622.000,31.295,40.410,bottom_percentile_95,2.402913,4.135568,1.732655,1.000000,0.000000,0.283980,0.422039,0.422039,0.000000,48.407648,3.717000,5.000000,8.000000,right_hand,0.283980,603.538,489.943,3.595595,boundary_000,2.402676,2.402913,0.422039,5.815029,0.460512,0.887106
65,2.666667,614.500,536.500,613.103,543.263,ref,605.345,498.072,human_nearest_mesh_topk,610.000,584.122,577.850,47.622,40.859,bottom_percentile_95,2.482371,2.590664,0.108294,1.000000,0.000000,0.608825,0.000000,0.100000,0.968312,1.307000,0.510000,5.000000,8.000000,right_hand,0.608825,598.655,478.884,3.568808,boundary_002,2.547382,2.482371,0.000000,6.271552,0.000000,0.665329
66,2.708333,610.860,505.848,609.910,504.603,ref,597.918,463.336,human_nearest_mesh_topk,609.000,545.723,546.850,39.875,41.120,bottom_percentile_95,2.369837,2.284329,-0.085508,1.000000,0.000000,0.813949,0.253357,0.253357,1.000000,0.000000,0.162000,5.000000,8.000000,right_hand,0.813949,592.857,456.389,3.524351,boundary_004,2.277764,2.369837,0.253357,1.127314,0.000000,0.443553
67,2.750000,603.875,480.160,604.660,480.221,ref,593.821,438.061,human_nearest_mesh_topk,600.000,521.193,521.000,41.033,40.971,bottom_percentile_95,2.333770,2.328047,-0.005724,1.000000,0.300226,0.754432,0.601487,0.601487,1.000000,0.000000,0.140000,5.000000,8.000000,right_hand,0.754432,587.095,429.891,3.495199,boundary_004,2.304262,2.333770,0.601487,0.192533,0.000000,0.000000
68,2.791667,599.698,461.189,599.748,461.299,ref,590.313,420.406,human_nearest_mesh_topk,596.000,502.240,502.850,41.051,40.941,bottom_percentile_95,2.331163,2.367766,0.036603,1.000000,0.449140,0.668077,0.945054,0.945054,1.000000,0.000000,0.659000,5.000000,8.000000,right_hand,0.668077,581.724,406.460,3.479692,boundary_001,2.329030,2.331163,0.945054,0.610190,0.000000,0.000000
69,2.833333,596.625,449.974,596.220,450.279,ref,589.266,408.638,human_nearest_mesh_topk,596.000,491.245,489.850,41.271,40.966,bottom_percentile_95,2.339295,2.384660,0.045365,1.000000,0.102328,0.601366,0.945054,0.945054,0.741792,10.650000,1.104000,5.000000,8.000000,right_hand,0.601366,579.539,390.501,3.477928,boundary_002,2.345948,2.339295,0.945054,1.394771,0.000000,0.000000
70,2.875000,592.364,445.020,593.023,445.030,ref,586.756,402.815,human_nearest_mesh_topk,589.000,486.008,486.000,40.988,40.978,bottom_percentile_95,2.352549,2.409248,0.056698,1.000000,1.000000,0.595717,0.715855,0.715855,0.621683,15.604000,0.140000,5.000000,8.000000,right_hand,0.595717,581.133,382.645,3.486533,boundary_003,2.363394,2.352549,0.715855,0.008429,0.000000,0.000000
71,2.916667,589.351,446.269,588.497,447.028,ref,586.716,403.060,human_nearest_mesh_topk,586.000,487.960,488.000,41.691,40.932,bottom_percentile_95,2.349679,2.381777,0.032098,1.000000,0.575373,0.713503,0.601487,0.601487,0.651965,14.355000,1.010000,5.000000,8.000000,right_hand,0.713503,584.400,388.570,3.492919,boundary_063,2.347331,2.349679,0.601487,0.040381,0.102542,0.000000
72,2.958333,582.337,460.624,582.959,460.755,ref,585.256,417.450,human_nearest_mesh_topk,584.000,501.505,501.000,40.881,40.750,bottom_percentile_95,2.320161,2.352573,0.032413,1.000000,0.059499,0.803475,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.803475,586.188,408.849,3.500810,boundary_061,2.296009,2.320161,1.000000,0.504533,0.224259,0.000000
73,3.000000,576.040,491.129,575.694,491.050,ref,582.425,448.995,human_nearest_mesh_topk,571.000,531.439,531.850,40.310,40.389,bottom_percentile_95,2.264420,2.233870,-0.030550,1.000000,0.000000,0.825792,0.153147,0.153147,1.000000,0.000000,0.345000,5.000000,8.000000,right_hand,0.825792,583.775,441.347,3.519375,boundary_061,2.218815,2.264420,0.153147,0.410838,0.268148,0.000000
74,3.041667,567.917,538.055,568.250,545.199,ref,574.275,494.485,human_nearest_mesh_topk,565.500,584.903,578.000,46.848,39.704,bottom_percentile_95,2.256799,2.319359,0.062560,1.000000,0.000000,0.582011,1.000000,1.000000,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.582011,573.897,472.452,3.555856,boundary_061,2.250563,2.256799,1.000000,6.903267,0.000000,0.000000
75,3.083333,559.457,602.595,559.160,592.554,ref,527.500,624.683,human_nearest_mesh_topk,559.000,631.460,641.000,28.865,38.907,bottom_percentile_95,2.259297,2.348347,0.089049,1.000000,0.000000,0.333955,1.000000,1.000000,0.000000,64.540000,1.540000,5.000000,8.000000,right_foot,0.333955,492.654,652.985,3.934403,boundary_023,2.261342,2.259297,1.000000,9.539590,0.963535,0.306175
76,3.125000,548.267,617.725,547.947,604.132,ref,511.556,639.458,human_nearest_mesh_topk,540.500,643.152,656.850,25.427,39.020,bottom_percentile_95,2.322464,2.401941,0.079477,1.000000,0.000000,0.570351,0.000000,0.100000,0.000000,79.670000,0.820000,5.000000,8.000000,right_foot,0.566134,492.455,653.189,3.923397,interior_052,2.374146,2.322464,0.000000,13.698419,1.000000,0.459262
77,3.166667,535.419,573.049,535.814,572.756,ref,535.310,527.722,human_nearest_mesh_topk,537.000,612.679,611.000,39.630,39.923,bottom_percentile_95,2.203545,2.272371,0.068826,1.000000,0.000000,0.358880,0.000000,0.100000,0.151575,34.994000,1.994000,5.000000,8.000000,right_hand,0.358880,530.936,486.009,3.619903,boundary_000,2.106247,2.203545,0.000000,1.678838,0.086169,0.612349
78,3.208333,525.723,531.022,526.003,532.665,ref,521.933,486.253,human_nearest_mesh_topk,528.000,573.547,577.850,42.525,40.882,bottom_percentile_95,2.209074,2.274455,0.065381,1.000000,0.000000,0.701963,0.540072,0.540072,1.000000,0.000000,6.446000,5.000000,8.000000,right_hand,0.701963,517.269,472.346,3.598507,boundary_001,2.213598,2.209074,0.540072,4.302705,0.000000,0.459262
79,3.250000,519.381,497.002,519.331,497.314,ref,511.110,453.250,human_nearest_mesh_topk,512.000,538.828,539.000,41.826,41.514,bottom_percentile_95,2.237222,2.307224,0.070002,1.000000,0.004871,0.810662,1.000000,1.000000,1.000000,0.000000,1.379000,5.000000,8.000000,right_hand,0.810662,506.202,445.084,3.581648,boundary_001,2.260252,2.237222,1.000000,0.172390,0.000000,0.306175
80,3.291667,513.327,472.308,512.317,471.668,ref,505.089,428.427,human_nearest_mesh_topk,507.500,513.010,513.000,40.702,41.343,bottom_percentile_95,2.239660,2.305275,0.065615,1.000000,0.420217,0.860857,0.000000,0.100000,1.000000,0.000000,0.073000,5.000000,8.000000,right_hand,0.860857,501.335,422.258,3.581093,boundary_001,2.241655,2.239660,0.000000,0.010390,0.000000,0.000000
81,3.333333,505.081,454.618,506.520,455.626,ref,504.170,407.562,human_nearest_mesh_topk,500.000,496.232,495.000,41.614,40.606,bottom_percentile_95,2.391449,2.554228,0.162779,1.000000,0.241072,0.815971,0.000000,0.100000,0.775129,9.275000,0.310000,5.000000,8.000000,right_hand,0.815971,500.028,398.923,3.589117,boundary_001,2.515640,2.391449,0.000000,1.232048,0.006506,0.000000
82,3.375000,503.947,447.231,503.409,447.719,ref,502.163,398.750,human_nearest_mesh_topk,497.500,487.942,487.850,40.711,40.223,bottom_percentile_95,2.457830,2.537628,0.079798,1.000000,1.000000,0.807095,0.000000,0.100000,0.596032,16.662000,0.073000,5.000000,8.000000,right_hand,0.807095,498.501,389.442,3.597507,boundary_001,2.512142,2.457830,0.000000,0.091914,0.037907,0.000000
83,3.416667,502.438,449.081,502.178,449.655,ref,499.198,398.631,human_nearest_mesh_topk,497.000,490.418,489.000,41.337,40.763,bottom_percentile_95,2.484929,2.532902,0.047972,1.000000,0.082358,0.899307,0.000000,0.100000,0.640885,14.812000,0.773000,5.000000,8.000000,right_hand,0.899307,497.641,393.471,3.606063,boundary_000,2.507101,2.484929,0.000000,1.418295,0.140989,0.000000
84,3.458333,499.349,463.893,499.561,464.029,ref,498.236,416.825,human_nearest_mesh_topk,501.000,506.284,504.850,42.391,42.254,bottom_percentile_95,2.439251,2.419042,-0.020210,1.000000,0.007450,0.923332,0.000000,0.100000,1.000000,0.000000,0.338000,5.000000,8.000000,right_hand,0.923332,497.003,412.809,3.621037,boundary_063,2.401879,2.439251,0.000000,1.433648,0.262987,0.000000
85,3.500000,492.456,496.093,496.086,497.157,ref,499.737,449.232,human_nearest_mesh_topk,492.000,539.256,540.000,43.163,42.098,bottom_percentile_95,2.383256,2.379813,-0.003442,1.000000,0.000000,0.813985,1.000000,1.000000,0.901881,4.047000,3.288000,5.000000,8.000000,right_hand,0.813985,494.940,441.428,3.642444,boundary_000,2.337441,2.383256,1.000000,0.744400,0.270918,0.000000
86,3.541667,496.503,546.665,493.992,551.209,ref,495.455,504.282,human_nearest_mesh_topk,489.000,591.178,589.850,44.513,39.969,bottom_percentile_95,2.378009,2.406695,0.028685,1.000000,0.000000,0.412507,1.000000,1.000000,0.937618,2.573000,2.228000,5.000000,8.000000,right_hand,0.412507,496.235,466.834,3.675064,boundary_063,2.373717,2.378009,1.000000,1.328267,0.000000,0.416133
87,3.583333,493.254,609.215,493.388,597.856,ref,490.741,643.388,human_nearest_mesh_topk,489.000,636.690,643.000,27.475,38.834,bottom_percentile_95,2.328087,2.365907,0.037820,1.000000,0.000000,0.704345,0.000000,0.100000,0.000000,62.553653,9.268000,5.000000,8.000000,right_foot,0.702576,489.700,657.315,3.909417,interior_063,2.287242,2.328087,0.000000,6.309790,1.000000,0.624199
88,3.625000,493.822,604.176,493.820,600.088,ref,491.681,640.154,human_nearest_mesh_topk,490.000,638.677,640.000,34.501,38.588,bottom_percentile_95,2.306876,2.375998,0.069121,1.000000,0.000000,0.668963,0.000000,0.100000,0.000000,57.511101,7.229000,5.000000,8.000000,right_foot,0.662864,489.486,657.074,3.908110,interior_063,2.289522,2.306876,0.000000,1.323238,1.000000,0.832265
89,3.666667,493.930,555.947,493.943,560.709,ref,491.714,506.544,human_nearest_mesh_topk,491.000,600.663,599.000,44.716,39.954,bottom_percentile_95,2.233782,2.235628,0.001846,1.000000,0.000000,0.472969,0.000000,0.100000,0.773880,9.326501,0.045000,5.000000,8.000000,right_hand,0.472969,497.118,475.335,3.683689,boundary_062,2.173977,2.233782,0.000000,1.662629,0.000000,0.624199
90,3.708333,494.840,516.461,495.142,516.838,ref,493.843,475.075,human_nearest_mesh_topk,490.000,559.728,561.000,43.267,42.890,bottom_percentile_95,2.219339,2.231030,0.011691,1.000000,0.000568,0.738136,0.000000,0.100000,1.000000,0.000000,1.675000,5.000000,8.000000,right_hand,0.738136,492.333,461.873,3.661640,boundary_000,2.207522,2.219339,0.000000,1.272076,0.000000,0.416133
91,3.750000,497.092,487.136,496.630,486.675,ref,489.575,442.299,human_nearest_mesh_topk,488.000,530.252,530.000,43.116,43.577,bottom_percentile_95,2.316838,2.407553,0.090715,1.000000,0.079529,0.965463,0.866561,0.866561,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.965463,488.738,439.803,3.637493,boundary_002,2.396610,2.316838,0.866561,0.252162,0.000000,0.000000
92,3.791667,497.702,464.992,497.816,465.621,ref,489.151,415.594,human_nearest_mesh_topk,488.000,507.801,508.000,42.809,42.180,bottom_percentile_95,2.404321,2.513527,0.109206,1.000000,0.565581,0.973106,0.000000,0.100000,1.000000,0.000000,0.144000,5.000000,8.000000,right_hand,0.973106,488.119,416.084,3.617464,boundary_063,2.475899,2.404321,0.000000,0.198581,0.000000,0.000000
93,3.833333,499.072,452.431,499.484,451.727,ref,489.519,402.912,human_nearest_mesh_topk,488.000,492.862,493.000,40.431,41.135,bottom_percentile_95,2.490915,2.588529,0.097614,1.000000,0.402015,0.852673,0.000000,0.100000,0.972700,1.126000,2.295000,5.000000,8.000000,right_hand,0.852673,490.145,395.997,3.605041,boundary_063,2.561765,2.490915,0.000000,0.137838,0.000000,0.000000
94,3.875000,502.272,444.268,501.506,444.698,ref,493.317,395.398,human_nearest_mesh_topk,493.000,485.595,485.000,41.327,40.897,bottom_percentile_95,2.512307,2.559767,0.047460,1.000000,0.318374,0.840942,0.000000,0.100000,0.774789,9.289000,2.132000,5.000000,8.000000,right_hand,0.840942,492.870,387.163,3.601308,boundary_000,2.529809,2.512307,0.000000,0.595314,0.000000,0.000000
95,3.916667,503.570,444.514,504.623,443.337,ref,499.210,395.610,human_nearest_mesh_topk,501.000,484.765,485.000,40.251,41.428,bottom_percentile_95,2.544260,2.600735,0.056476,1.000000,0.226249,0.900401,0.000000,0.100000,0.780754,9.043000,2.522000,5.000000,8.000000,right_hand,0.900401,497.582,390.824,3.592922,boundary_063,2.570403,2.544260,0.000000,0.235324,0.111620,0.000000
96,3.958333,508.172,453.557,506.469,454.968,ref,502.792,406.501,human_nearest_mesh_topk,501.000,497.903,498.850,44.346,42.935,bottom_percentile_95,2.462027,2.424330,-0.037697,1.000000,0.000000,0.944923,0.339089,0.339089,1.000000,0.000000,4.561000,5.000000,8.000000,right_hand,0.918645,503.669,409.467,3.594339,interior_003,2.394745,2.462027,0.339089,0.946648,0.383376,0.000000
97,4.000000,509.000,486.500,510.249,486.997,ref,508.073,445.120,human_nearest_mesh_topk,510.000,530.106,530.000,43.606,43.108,bottom_percentile_95,2.365109,2.318079,-0.047030,1.000000,0.000000,0.879051,0.564422,0.564422,1.000000,0.000000,2.768000,5.000000,8.000000,right_hand,0.879051,509.968,439.844,3.596504,boundary_058,2.285814,2.365109,0.564422,0.105962,0.471432,0.000000
98,4.041667,518.841,541.737,520.028,548.388,ref,519.506,504.845,human_nearest_mesh_topk,519.000,590.555,585.000,48.818,42.167,bottom_percentile_95,2.335912,2.363712,0.027800,1.000000,0.000000,0.389742,1.000000,1.000000,1.000000,0.000000,2.777000,5.000000,8.000000,right_hand,0.389742,516.124,466.309,3.611172,boundary_063,2.312023,2.335912,1.000000,5.555190,0.000000,0.000000
99,4.083333,535.908,614.311,533.930,602.048,ref,503.162,638.538,human_nearest_mesh_topk,535.000,642.608,652.850,28.297,40.559,bottom_percentile_95,2.305625,2.336960,0.031334,1.000000,0.000000,0.579463,1.000000,1.000000,0.000000,72.574000,4.710000,5.000000,8.000000,right_foot,0.579463,488.552,656.928,3.910711,boundary_022,2.280846,2.305625,1.000000,10.242324,1.000000,0.283473
100,4.125000,544.560,611.858,545.531,610.543,ref,509.991,636.874,human_nearest_mesh_topk,539.000,650.491,651.000,38.633,39.948,bottom_percentile_95,2.319968,2.374056,0.054087,1.000000,0.228766,0.502889,0.499154,0.499154,0.000000,70.121000,0.680000,5.000000,8.000000,right_foot,0.502889,488.806,656.615,3.913777,boundary_023,2.331704,2.319968,0.499154,0.508695,1.000000,0.425210
101,4.166667,552.230,571.178,551.179,574.647,ref,537.891,525.846,human_nearest_mesh_topk,542.000,613.830,611.000,42.652,39.183,bottom_percentile_95,2.278463,2.357693,0.079231,1.000000,0.000000,0.335393,0.689860,0.689860,0.286207,29.441000,0.680000,5.000000,8.000000,right_hand,0.335393,531.912,481.599,3.638488,boundary_000,2.244503,2.278463,0.689860,2.829962,0.000000,0.566947
102,4.208333,555.017,534.601,556.277,534.993,ref,543.284,489.516,human_nearest_mesh_topk,528.500,573.270,577.850,38.669,38.277,bottom_percentile_95,2.239015,2.254839,0.015823,1.000000,0.000000,0.582728,0.286178,0.286178,1.000000,0.000000,4.710000,5.000000,8.000000,right_hand,0.582728,534.329,469.713,3.606374,boundary_004,2.206740,2.239015,0.286178,4.580419,0.000000,0.425210
103,4.250000,561.283,506.441,560.367,506.796,ref,541.931,455.143,human_nearest_mesh_topk,550.000,543.195,542.000,36.754,36.400,bottom_percentile_95,2.216122,2.232524,0.016402,1.000000,0.015550,0.821955,0.278438,0.278438,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.821955,536.953,446.997,3.578824,boundary_001,2.197390,2.216122,0.278438,1.195467,0.000000,0.283473
104,4.291667,564.695,486.443,565.281,485.807,ref,548.262,431.620,human_nearest_mesh_topk,559.000,520.257,518.850,33.814,34.450,bottom_percentile_95,2.243031,2.338588,0.095557,1.000000,0.036777,0.795166,1.000000,1.000000,1.000000,0.000000,1.654000,5.000000,8.000000,right_hand,0.795166,540.884,424.219,3.562798,boundary_001,2.265048,2.243031,1.000000,1.406762,0.000000,0.000000
105,4.333333,569.602,470.216,569.395,470.250,ref,552.081,415.966,human_nearest_mesh_topk,565.500,503.627,503.850,33.411,33.376,bottom_percentile_95,2.232786,2.299938,0.067152,1.000000,0.927018,0.715903,0.736773,0.736773,1.000000,0.000000,0.353000,5.000000,8.000000,right_hand,0.715903,546.220,403.515,3.555878,boundary_002,2.224404,2.232786,0.736773,0.223162,0.000000,0.000000
106,4.375000,573.518,460.789,573.222,461.559,ref,561.891,405.516,human_nearest_mesh_topk,568.000,495.298,494.850,34.509,33.739,bottom_percentile_95,2.255349,2.357441,0.102092,1.000000,0.796093,0.641971,0.948794,0.948794,0.771444,9.427000,0.394000,5.000000,8.000000,right_hand,0.641971,552.883,389.239,3.545976,boundary_001,2.273809,2.255349,0.948794,0.448143,0.000000,0.000000
107,4.416667,576.370,458.333,576.826,458.945,ref,569.290,403.358,human_nearest_mesh_topk,573.000,492.629,492.000,34.296,33.684,bottom_percentile_95,2.277382,2.387156,0.109775,1.000000,0.583747,0.635002,0.665020,0.665020,0.711898,11.883000,0.033000,5.000000,8.000000,right_hand,0.635002,560.664,386.144,3.538234,boundary_003,2.295408,2.277382,0.665020,0.629200,0.009117,0.000000
108,4.458333,581.543,463.863,581.380,465.018,ref,573.235,415.187,human_nearest_mesh_topk,579.000,498.071,497.850,34.208,33.053,bottom_percentile_95,2.266268,2.323499,0.057231,1.000000,0.460928,0.636346,1.000000,1.000000,0.845972,6.353000,0.353000,5.000000,8.000000,right_hand,0.636346,569.616,397.546,3.522838,boundary_003,2.257175,2.266268,1.000000,0.220714,0.201823,0.000000
109,4.500000,587.105,485.174,587.076,486.040,ref,581.946,437.526,human_nearest_mesh_topk,586.000,518.572,517.000,33.398,32.533,bottom_percentile_95,2.252372,2.280325,0.027953,1.000000,0.000000,0.691276,0.851416,0.851416,1.000000,0.000000,1.841000,5.000000,8.000000,right_hand,0.691276,579.870,423.232,3.518413,boundary_004,2.241003,2.252372,0.851416,1.572476,0.272823,0.000000
110,4.541667,593.026,526.415,593.673,529.605,ref,586.112,476.144,human_nearest_mesh_topk,589.000,561.853,555.000,35.438,32.247,bottom_percentile_95,2.241930,2.230956,-0.010974,1.000000,0.000000,0.578165,0.751347,0.751347,1.000000,0.000000,4.236000,5.000000,8.000000,right_hand,0.578165,586.226,454.987,3.526213,boundary_008,2.233386,2.241930,0.751347,6.852533,0.000000,0.000000
111,4.583333,599.609,579.179,598.791,573.945,ref,589.315,528.480,human_nearest_mesh_topk,594.000,606.242,612.000,27.063,32.298,bottom_percentile_95,2.318257,2.504780,0.186523,1.000000,0.000000,0.272370,0.000000,0.100000,0.357754,26.490001,0.341000,5.000000,8.000000,right_hand,0.272370,588.096,475.988,3.561336,boundary_062,2.380707,2.318257,0.000000,5.757638,0.366172,0.303310
112,4.625000,602.478,626.350,599.332,601.363,ref,556.380,635.505,human_nearest_mesh_topk,604.000,633.475,665.000,7.125,32.112,bottom_percentile_95,2.348738,2.619973,0.271235,1.000000,0.000000,0.204214,0.139030,0.139030,0.000000,73.440787,6.170000,5.000000,8.000000,right_foot,0.204214,494.567,653.825,3.954326,boundary_018,2.373677,2.348738,0.139030,31.525010,1.000000,0.454965
113,4.666667,595.327,597.840,596.024,591.292,ref,591.925,545.193,human_nearest_mesh_topk,593.000,624.218,630.000,26.378,32.926,bottom_percentile_95,2.347045,4.065468,1.718423,1.000000,0.000000,0.226209,0.579386,0.579386,0.000000,44.379691,0.661000,5.000000,8.000000,right_hand,0.226209,586.829,484.695,3.589733,boundary_000,2.345659,2.347045,0.579386,5.782133,0.587706,0.606620
114,4.708333,592.297,553.520,591.868,557.517,ref,589.332,508.749,human_nearest_mesh_topk,592.000,591.949,586.000,38.429,34.432,bottom_percentile_95,2.374631,2.500863,0.126232,1.000000,0.000000,0.430705,0.209821,0.209821,1.000000,0.000000,5.753000,5.000000,8.000000,right_hand,0.430705,584.277,475.204,3.575964,boundary_000,2.397202,2.374631,0.209821,5.949076,0.000000,0.454965
115,4.750000,587.918,515.617,588.263,516.262,ref,587.199,472.977,human_nearest_mesh_topk,587.000,552.716,553.850,37.099,36.454,bottom_percentile_95,2.281183,2.235901,-0.045283,1.000000,0.000000,0.658184,0.000000,0.100000,1.000000,0.000000,0.000000,5.000000,8.000000,right_hand,0.658184,580.226,457.297,3.545532,boundary_002,2.204726,2.281183,0.000000,1.134390,0.000000,0.303310
116,4.791667,584.592,488.236,584.270,487.844,ref,585.527,442.307,human_nearest_mesh_topk,587.000,526.035,526.850,37.799,38.191,bottom_percentile_95,2.263015,2.289171,0.026156,1.000000,0.127493,0.710117,0.166582,0.166582,1.000000,0.000000,0.463000,5.000000,8.000000,right_hand,0.710117,576.048,430.853,3.533486,boundary_002,2.248150,2.263015,0.166582,0.815057,0.000000,0.000000
117,4.833333,580.695,467.961,580.812,468.275,ref,581.248,423.287,human_nearest_mesh_topk,580.000,507.258,506.850,39.297,38.983,bottom_percentile_95,2.283856,2.342612,0.058756,1.000000,0.489407,0.624597,0.859717,0.859717,1.000000,0.000000,0.670000,5.000000,8.000000,right_hand,0.624597,571.599,407.019,3.531963,boundary_002,2.300908,2.283856,0.859717,0.407838,0.000000,0.000000
118,4.875000,578.361,455.950,578.623,455.693,ref,580.938,408.610,human_nearest_mesh_topk,581.000,493.981,494.000,38.031,38.287,bottom_percentile_95,2.309451,2.369554,0.060103,1.000000,1.000000,0.604469,1.000000,1.000000,0.965694,1.415000,0.183000,5.000000,8.000000,right_hand,0.604469,570.460,390.641,3.532654,boundary_003,2.330393,2.309451,1.000000,0.019381,0.000000,0.000000
119,4.916667,577.277,449.699,578.055,449.980,ref,581.515,402.910,human_nearest_mesh_topk,580.000,488.204,487.850,38.505,38.224,bottom_percentile_95,2.317630,2.371023,0.053394,1.000000,0.843575,0.596010,1.000000,1.000000,0.836783,6.732013,0.463000,5.000000,8.000000,right_hand,0.596010,572.303,382.633,3.535997,boundary_004,2.324322,2.317630,1.000000,0.354190,0.000000,0.000000
120,4.958333,578.407,447.631,578.652,447.997,ref,580.026,402.714,human_nearest_mesh_topk,582.000,486.477,485.850,38.846,38.481,bottom_percentile_95,2.322204,2.378409,0.056205,1.000000,0.535529,0.631725,1.000000,1.000000,0.795594,8.430891,0.000000,5.000000,8.000000,right_hand,0.631725,576.330,383.704,3.534489,boundary_004,2.325947,2.322204,1.000000,0.627343,0.000035,0.000000
121,5.000000,579.776,453.166,579.715,454.782,ref,585.407,406.794,human_nearest_mesh_topk,578.000,493.337,492.850,40.171,38.555,bottom_percentile_95,2.301794,2.351484,0.049690,1.000000,0.172439,0.770350,0.693828,0.693828,0.930071,2.884297,1.533000,5.000000,8.000000,right_hand,0.770350,581.944,396.768,3.526059,boundary_003,2.285094,2.301794,0.693828,0.487257,0.236859,0.000000
122,5.041667,581.042,477.177,580.882,477.464,ref,584.558,430.231,human_nearest_mesh_topk,581.000,515.819,516.000,38.642,38.356,bottom_percentile_95,2.261375,2.278293,0.016918,1.000000,0.000000,0.789931,0.000000,0.100000,0.951025,2.020000,0.604000,5.000000,8.000000,right_hand,0.789931,586.841,421.904,3.525429,boundary_062,2.228306,2.261375,0.000000,0.180571,0.297150,0.000000
123,5.083333,580.891,519.951,580.679,523.631,ref,585.081,475.617,human_nearest_mesh_topk,580.000,562.161,554.000,42.210,38.530,bottom_percentile_95,2.218085,2.177783,-0.040302,1.000000,0.000000,0.591243,0.000000,0.100000,0.954686,1.869000,4.170000,5.000000,8.000000,right_hand,0.591243,589.560,455.029,3.536223,boundary_061,2.182666,2.218085,0.000000,8.161019,0.010198,0.000000
124,5.125000,579.022,576.362,579.845,571.177,ref,577.035,528.492,human_nearest_mesh_topk,578.000,608.459,613.850,32.097,37.282,bottom_percentile_95,2.277132,2.493433,0.216301,1.000000,0.000000,0.272891,1.000000,1.000000,0.437883,23.185000,0.000000,5.000000,8.000000,right_hand,0.272891,585.790,476.191,3.566493,boundary_060,2.325443,2.277132,1.000000,5.391219,0.372316,0.357076
125,5.166667,576.998,625.456,575.513,601.404,ref,532.962,639.238,human_nearest_mesh_topk,571.000,636.672,663.850,11.216,35.268,bottom_percentile_95,2.328435,2.426992,0.098557,1.000000,0.000000,0.343017,0.561804,0.561804,0.000000,72.279000,4.345000,5.000000,8.000000,right_foot,0.341338,491.609,655.736,3.932489,interior_046,2.370411,2.328435,0.561804,27.178362,1.000000,0.535614
126,5.208333,566.935,598.351,568.208,591.817,ref,532.404,615.404,human_nearest_mesh_topk,563.000,624.749,628.000,26.398,32.933,bottom_percentile_95,2.399998,2.463409,0.063411,1.000000,0.000000,0.256343,0.000000,0.100000,0.000000,45.174000,4.400000,5.000000,8.000000,right_foot,0.256343,492.639,655.623,3.928381,boundary_020,2.458550,2.399998,0.000000,3.250648,0.624477,0.714152
127,5.250000,558.272,553.177,556.899,558.448,ref,563.145,501.955,human_nearest_mesh_topk,555.000,591.693,585.000,38.516,33.245,bottom_percentile_95,2.356623,2.364460,0.007837,1.000000,0.000000,0.553565,1.000000,1.000000,1.000000,0.000000,5.665000,5.000000,8.000000,right_hand,0.553565,562.777,477.412,3.581856,boundary_062,2.321134,2.356623,1.000000,6.693238,0.000000,0.535614
128,5.291667,545.594,515.876,547.071,513.431,ref,556.770,458.796,human_nearest_mesh_topk,550.000,549.236,549.850,33.360,35.804,bottom_percentile_95,2.280295,2.267028,-0.013268,1.000000,0.000000,0.804661,0.000000,0.100000,1.000000,0.000000,4.420000,5.000000,8.000000,right_hand,0.804661,552.000,451.844,3.556758,boundary_002,2.217845,2.280295,0.000000,0.614362,0.000000,0.357076
